"ENSEMBL"	"BE02_107A"
"10189"	"ENSG00000158296.14"	16
"10190"	"ENSG00000158301.20"	102
"10191"	"ENSG00000158315.11"	29
"10192"	"ENSG00000158321.19"	282.001
"10193"	"ENSG00000158352.18"	406.999
"10194"	"ENSG00000158373.9"	682
"10195"	"ENSG00000158402.21"	4
"10196"	"ENSG00000158406.6"	108
"10197"	"ENSG00000158411.11"	121
"10198"	"ENSG00000158417.12"	1327
"10199"	"ENSG00000158423.17"	7
"10200"	"ENSG00000158427.15"	7
"10201"	"ENSG00000158428.5"	6
"10202"	"ENSG00000158435.8"	318
"10203"	"ENSG00000158445.10"	19
"10204"	"ENSG00000158457.6"	55
"10205"	"ENSG00000158458.21"	18
"10206"	"ENSG00000158467.17"	810.001
"10207"	"ENSG00000158470.5"	212
"10208"	"ENSG00000158473.8"	9
"10209"	"ENSG00000158477.7"	0
"10210"	"ENSG00000158480.11"	70
"10211"	"ENSG00000158481.13"	59
"10212"	"ENSG00000158482.10"	89.824
"10213"	"ENSG00000158483.20"	1.015
"10214"	"ENSG00000158485.11"	0
"10215"	"ENSG00000158486.15"	2
"10216"	"ENSG00000158488.16"	12
"10217"	"ENSG00000158497.6"	0
"10218"	"ENSG00000158516.12"	42835
"10219"	"ENSG00000158517.16"	132.934
"10220"	"ENSG00000158525.16"	0
"10221"	"ENSG00000158526.8"	76
"10222"	"ENSG00000158528.12"	614
"10223"	"ENSG00000158545.16"	267
"10224"	"ENSG00000158552.13"	85
"10225"	"ENSG00000158553.5"	1
"10226"	"ENSG00000158555.15"	85.999
"10227"	"ENSG00000158560.14"	19
"10228"	"ENSG00000158571.11"	13
"10229"	"ENSG00000158578.21"	83
"10230"	"ENSG00000158604.16"	202.999
"10231"	"ENSG00000158615.10"	641
"10232"	"ENSG00000158623.14"	130
"10233"	"ENSG00000158636.17"	680.001
"10234"	"ENSG00000158639.13"	0
"10235"	"ENSG00000158669.11"	337.001
"10236"	"ENSG00000158683.10"	27
"10237"	"ENSG00000158691.16"	143
"10238"	"ENSG00000158710.15"	411.001
"10239"	"ENSG00000158711.14"	1034.001
"10240"	"ENSG00000158714.11"	58
"10241"	"ENSG00000158715.6"	31
"10242"	"ENSG00000158716.9"	11
"10243"	"ENSG00000158717.11"	65
"10244"	"ENSG00000158731.2"	0
"10245"	"ENSG00000158747.15"	83.473
"10246"	"ENSG00000158748.4"	0
"10247"	"ENSG00000158764.7"	4
"10248"	"ENSG00000158769.19"	370.249
"10249"	"ENSG00000158773.14"	165.999
"10250"	"ENSG00000158786.5"	0
"10251"	"ENSG00000158792.16"	3
"10252"	"ENSG00000158793.14"	138
"10253"	"ENSG00000158796.17"	83
"10254"	"ENSG00000158805.12"	461
"10255"	"ENSG00000158806.14"	6
"10256"	"ENSG00000158813.18"	21
"10257"	"ENSG00000158815.11"	3
"10258"	"ENSG00000158816.16"	4
"10259"	"ENSG00000158825.6"	3
"10260"	"ENSG00000158828.8"	339
"10261"	"ENSG00000158850.15"	176
"10262"	"ENSG00000158856.19"	69
"10263"	"ENSG00000158859.10"	58
"10264"	"ENSG00000158863.22"	260.001
"10265"	"ENSG00000158864.13"	1021
"10266"	"ENSG00000158865.13"	4
"10267"	"ENSG00000158869.11"	45
"10268"	"ENSG00000158874.12"	0
"10269"	"ENSG00000158882.15"	45
"10270"	"ENSG00000158887.20"	8
"10271"	"ENSG00000158901.12"	0
"10272"	"ENSG00000158941.17"	265
"10273"	"ENSG00000158955.11"	2
"10274"	"ENSG00000158966.16"	409
"10275"	"ENSG00000158985.14"	104
"10276"	"ENSG00000158987.22"	673
"10277"	"ENSG00000159023.23"	1406.998
"10278"	"ENSG00000159055.4"	17
"10279"	"ENSG00000159063.14"	270
"10280"	"ENSG00000159069.14"	215
"10281"	"ENSG00000159079.19"	91.861
"10282"	"ENSG00000159082.18"	256.999
"10283"	"ENSG00000159086.15"	756.001
"10284"	"ENSG00000159110.22"	168.962
"10285"	"ENSG00000159111.13"	51
"10286"	"ENSG00000159128.16"	607.001
"10287"	"ENSG00000159131.17"	541.999
"10288"	"ENSG00000159140.23"	15698
"10289"	"ENSG00000159147.18"	68
"10290"	"ENSG00000159164.10"	7
"10291"	"ENSG00000159166.15"	363.667
"10292"	"ENSG00000159167.12"	162
"10293"	"ENSG00000159173.20"	2
"10294"	"ENSG00000159176.14"	326.998
"10295"	"ENSG00000159182.5"	0
"10296"	"ENSG00000159184.8"	0
"10297"	"ENSG00000159186.4"	0
"10298"	"ENSG00000159189.13"	212
"10299"	"ENSG00000159197.5"	73
"10300"	"ENSG00000159199.14"	92
"10301"	"ENSG00000159200.18"	82.612
"10302"	"ENSG00000159202.18"	231.001
"10303"	"ENSG00000159208.16"	15
"10304"	"ENSG00000159210.10"	135.999
"10305"	"ENSG00000159212.13"	74
"10306"	"ENSG00000159214.13"	25
"10307"	"ENSG00000159216.20"	807.999
"10308"	"ENSG00000159217.10"	0
"10309"	"ENSG00000159224.4"	6
"10310"	"ENSG00000159228.13"	51
"10311"	"ENSG00000159231.6"	5
"10312"	"ENSG00000159239.13"	5.87
"10313"	"ENSG00000159247.14"	25.461
"10314"	"ENSG00000159248.5"	3
"10315"	"ENSG00000159251.10"	7
"10316"	"ENSG00000159256.13"	772
"10317"	"ENSG00000159259.8"	35
"10318"	"ENSG00000159261.12"	1
"10319"	"ENSG00000159263.16"	34
"10320"	"ENSG00000159267.17"	435.001
"10321"	"ENSG00000159289.6"	5.029
"10322"	"ENSG00000159307.20"	9
"10323"	"ENSG00000159314.13"	123.001
"10324"	"ENSG00000159322.18"	255.001
"10325"	"ENSG00000159335.19"	538.999
"10326"	"ENSG00000159337.7"	0
"10327"	"ENSG00000159339.13"	3
"10328"	"ENSG00000159346.13"	235.999
"10329"	"ENSG00000159348.13"	136
"10330"	"ENSG00000159352.16"	532
"10331"	"ENSG00000159363.19"	555
"10332"	"ENSG00000159374.18"	0
"10333"	"ENSG00000159377.11"	484.999
"10334"	"ENSG00000159387.8"	1
"10335"	"ENSG00000159388.6"	329
"10336"	"ENSG00000159398.16"	0
"10337"	"ENSG00000159399.10"	180
"10338"	"ENSG00000159403.18"	1226
"10339"	"ENSG00000159409.15"	9
"10340"	"ENSG00000159423.17"	23
"10341"	"ENSG00000159433.12"	376
"10342"	"ENSG00000159445.13"	148
"10343"	"ENSG00000159450.13"	3
"10344"	"ENSG00000159455.9"	0
"10345"	"ENSG00000159459.12"	1471.999
"10346"	"ENSG00000159461.15"	439.001
"10347"	"ENSG00000159479.17"	223
"10348"	"ENSG00000159495.8"	0
"10349"	"ENSG00000159496.15"	0
"10350"	"ENSG00000159516.9"	0
"10351"	"ENSG00000159527.4"	0
"10352"	"ENSG00000159556.10"	3
"10353"	"ENSG00000159579.14"	488.998
"10354"	"ENSG00000159588.15"	16
"10355"	"ENSG00000159592.11"	801
"10356"	"ENSG00000159593.15"	339
"10357"	"ENSG00000159596.7"	60
"10358"	"ENSG00000159618.16"	9
"10359"	"ENSG00000159625.15"	7
"10360"	"ENSG00000159640.17"	370.999
"10361"	"ENSG00000159648.13"	0
"10362"	"ENSG00000159650.9"	0
"10363"	"ENSG00000159658.15"	1188.999
"10364"	"ENSG00000159674.12"	73
"10365"	"ENSG00000159685.11"	44
"10366"	"ENSG00000159692.18"	539
"10367"	"ENSG00000159708.18"	21
"10368"	"ENSG00000159712.10"	13.36
"10369"	"ENSG00000159713.11"	69
"10370"	"ENSG00000159714.12"	31
"10371"	"ENSG00000159720.13"	173.999
"10372"	"ENSG00000159723.5"	0
"10373"	"ENSG00000159733.14"	83.999
"10374"	"ENSG00000159753.15"	50
"10375"	"ENSG00000159761.15"	10
"10376"	"ENSG00000159763.4"	0
"10377"	"ENSG00000159784.18"	0
"10378"	"ENSG00000159788.20"	116
"10379"	"ENSG00000159792.10"	114
"10380"	"ENSG00000159840.16"	292.999
"10381"	"ENSG00000159842.16"	654.001
"10382"	"ENSG00000159860.8"	22.12
"10383"	"ENSG00000159871.15"	2
"10384"	"ENSG00000159873.10"	128
"10385"	"ENSG00000159882.13"	91
"10386"	"ENSG00000159884.12"	46.999
"10387"	"ENSG00000159885.14"	92.884
"10388"	"ENSG00000159899.16"	270
"10389"	"ENSG00000159904.13"	0
"10390"	"ENSG00000159905.15"	138
"10391"	"ENSG00000159915.13"	7
"10392"	"ENSG00000159917.17"	146
"10393"	"ENSG00000159921.20"	456.001
"10394"	"ENSG00000159958.7"	5
"10395"	"ENSG00000159961.3"	2
"10396"	"ENSG00000160007.20"	858
"10397"	"ENSG00000160013.10"	7
"10398"	"ENSG00000160014.17"	334.999
"10399"	"ENSG00000160049.12"	114
"10400"	"ENSG00000160050.16"	3
"10401"	"ENSG00000160051.12"	9
"10402"	"ENSG00000160055.20"	71.999
"10403"	"ENSG00000160058.19"	267
"10404"	"ENSG00000160062.15"	72.66
"10405"	"ENSG00000160072.20"	194.27
"10406"	"ENSG00000160075.12"	248
"10407"	"ENSG00000160087.21"	92.999
"10408"	"ENSG00000160094.15"	175.999
"10409"	"ENSG00000160097.21"	0
"10410"	"ENSG00000160111.15"	10
"10411"	"ENSG00000160113.6"	132
"10412"	"ENSG00000160117.16"	0
"10413"	"ENSG00000160124.9"	97.999
"10414"	"ENSG00000160131.14"	85
"10415"	"ENSG00000160145.16"	516.002
"10416"	"ENSG00000160161.9"	0
"10417"	"ENSG00000160172.11"	0
"10418"	"ENSG00000160179.20"	186
"10419"	"ENSG00000160180.17"	61
"10420"	"ENSG00000160181.9"	9893
"10421"	"ENSG00000160182.3"	3456
"10422"	"ENSG00000160183.17"	1036
"10423"	"ENSG00000160185.15"	18
"10424"	"ENSG00000160188.10"	18
"10425"	"ENSG00000160190.14"	96
"10426"	"ENSG00000160191.18"	111.001
"10427"	"ENSG00000160193.12"	45
"10428"	"ENSG00000160194.18"	342.999
"10429"	"ENSG00000160199.15"	107
"10430"	"ENSG00000160200.18"	857
"10431"	"ENSG00000160201.12"	168.006
"10432"	"ENSG00000160202.8"	0
"10433"	"ENSG00000160207.9"	5
"10434"	"ENSG00000160208.13"	205
"10435"	"ENSG00000160209.19"	442.999
"10436"	"ENSG00000160211.20"	158.001
"10437"	"ENSG00000160213.10"	581
"10438"	"ENSG00000160214.13"	97
"10439"	"ENSG00000160216.21"	240
"10440"	"ENSG00000160218.13"	521.601
"10441"	"ENSG00000160219.12"	60
"10442"	"ENSG00000160221.18"	78.372
"10443"	"ENSG00000160223.18"	76.309
"10444"	"ENSG00000160224.17"	0
"10445"	"ENSG00000160226.16"	26
"10446"	"ENSG00000160229.13"	358
"10447"	"ENSG00000160233.8"	8
"10448"	"ENSG00000160255.19"	373
"10449"	"ENSG00000160256.14"	23
"10450"	"ENSG00000160271.16"	504.029
"10451"	"ENSG00000160282.15"	2
"10452"	"ENSG00000160284.15"	3
"10453"	"ENSG00000160285.15"	557
"10454"	"ENSG00000160293.17"	511
"10455"	"ENSG00000160294.11"	889.218
"10456"	"ENSG00000160298.18"	11
"10457"	"ENSG00000160299.19"	1163
"10458"	"ENSG00000160305.19"	661.001
"10459"	"ENSG00000160307.10"	16
"10460"	"ENSG00000160310.20"	286
"10461"	"ENSG00000160318.6"	3
"10462"	"ENSG00000160321.16"	530
"10463"	"ENSG00000160323.19"	92
"10464"	"ENSG00000160325.15"	33.999
"10465"	"ENSG00000160326.14"	7
"10466"	"ENSG00000160336.17"	781.353
"10467"	"ENSG00000160339.16"	1
"10468"	"ENSG00000160345.13"	0
"10469"	"ENSG00000160349.10"	0
"10470"	"ENSG00000160352.16"	529
"10471"	"ENSG00000160360.13"	33
"10472"	"ENSG00000160392.14"	21
"10473"	"ENSG00000160396.9"	0
"10474"	"ENSG00000160401.15"	1
"10475"	"ENSG00000160404.18"	20
"10476"	"ENSG00000160408.16"	35.876
"10477"	"ENSG00000160410.15"	91
"10478"	"ENSG00000160439.16"	112
"10479"	"ENSG00000160445.11"	215
"10480"	"ENSG00000160446.19"	50
"10481"	"ENSG00000160447.7"	66
"10482"	"ENSG00000160460.17"	20
"10483"	"ENSG00000160469.17"	14
"10484"	"ENSG00000160471.13"	0
"10485"	"ENSG00000160472.5"	0
"10486"	"ENSG00000160505.16"	0
"10487"	"ENSG00000160539.6"	3
"10488"	"ENSG00000160551.12"	1151.001
"10489"	"ENSG00000160563.14"	71
"10490"	"ENSG00000160570.14"	27
"10491"	"ENSG00000160584.17"	524.999
"10492"	"ENSG00000160588.10"	67
"10493"	"ENSG00000160593.20"	218.999
"10494"	"ENSG00000160602.14"	44
"10495"	"ENSG00000160606.11"	12
"10496"	"ENSG00000160613.15"	407.536
"10497"	"ENSG00000160633.13"	1428.494
"10498"	"ENSG00000160654.11"	66
"10499"	"ENSG00000160678.12"	13
"10500"	"ENSG00000160679.14"	208
"10501"	"ENSG00000160683.5"	2
"10502"	"ENSG00000160685.14"	113
"10503"	"ENSG00000160688.19"	73
"10504"	"ENSG00000160691.19"	270.999
"10505"	"ENSG00000160695.16"	255.001
"10506"	"ENSG00000160703.17"	86
"10507"	"ENSG00000160710.19"	4583
"10508"	"ENSG00000160712.13"	49.999
"10509"	"ENSG00000160714.11"	421
"10510"	"ENSG00000160716.6"	4
"10511"	"ENSG00000160741.17"	267
"10512"	"ENSG00000160746.13"	1280
"10513"	"ENSG00000160752.15"	269
"10514"	"ENSG00000160753.17"	55.001
"10515"	"ENSG00000160766.17"	0
"10516"	"ENSG00000160767.23"	58
"10517"	"ENSG00000160781.17"	3
"10518"	"ENSG00000160783.19"	59.001
"10519"	"ENSG00000160785.14"	86
"10520"	"ENSG00000160789.25"	1707.001
"10521"	"ENSG00000160791.14"	30
"10522"	"ENSG00000160796.18"	1985.001
"10523"	"ENSG00000160799.13"	97
"10524"	"ENSG00000160801.14"	180
"10525"	"ENSG00000160803.8"	130
"10526"	"ENSG00000160808.13"	22
"10527"	"ENSG00000160813.7"	24
"10528"	"ENSG00000160818.17"	248
"10529"	"ENSG00000160838.14"	0
"10530"	"ENSG00000160856.21"	8
"10531"	"ENSG00000160862.13"	1577.988
"10532"	"ENSG00000160867.15"	101.999
"10533"	"ENSG00000160868.16"	4
"10534"	"ENSG00000160870.15"	16
"10535"	"ENSG00000160877.7"	64
"10536"	"ENSG00000160882.13"	0
"10537"	"ENSG00000160883.11"	15
"10538"	"ENSG00000160886.13"	0
"10539"	"ENSG00000160888.8"	100
"10540"	"ENSG00000160908.15"	233
"10541"	"ENSG00000160917.15"	52.001
"10542"	"ENSG00000160932.11"	144.999
"10543"	"ENSG00000160948.14"	207
"10544"	"ENSG00000160949.18"	11
"10545"	"ENSG00000160951.4"	1
"10546"	"ENSG00000160953.17"	231.002
"10547"	"ENSG00000160957.15"	10
"10548"	"ENSG00000160959.8"	77
"10549"	"ENSG00000160961.12"	168.999
"10550"	"ENSG00000160963.14"	2
"10551"	"ENSG00000160972.10"	45
"10552"	"ENSG00000160973.8"	2
"10553"	"ENSG00000160991.17"	48
"10554"	"ENSG00000160993.4"	14
"10555"	"ENSG00000160994.4"	0
"10556"	"ENSG00000160999.11"	14
"10557"	"ENSG00000161010.16"	166
"10558"	"ENSG00000161011.20"	1728.999
"10559"	"ENSG00000161013.17"	286
"10560"	"ENSG00000161016.18"	3753
"10561"	"ENSG00000161021.13"	387
"10562"	"ENSG00000161031.13"	0
"10563"	"ENSG00000161036.13"	31
"10564"	"ENSG00000161040.19"	79.999
"10565"	"ENSG00000161048.12"	212
"10566"	"ENSG00000161055.4"	7
"10567"	"ENSG00000161057.13"	575
"10568"	"ENSG00000161082.13"	2
"10569"	"ENSG00000161091.15"	139
"10570"	"ENSG00000161103.12"	0
"10571"	"ENSG00000161132.6"	0
"10572"	"ENSG00000161133.19"	2.167
"10573"	"ENSG00000161179.14"	5
"10574"	"ENSG00000161180.11"	4
"10575"	"ENSG00000161202.20"	529
"10576"	"ENSG00000161203.14"	611.001
"10577"	"ENSG00000161204.12"	319.001
"10578"	"ENSG00000161217.12"	171.503
"10579"	"ENSG00000161243.10"	6
"10580"	"ENSG00000161249.21"	81
"10581"	"ENSG00000161265.15"	66
"10582"	"ENSG00000161267.12"	76
"10583"	"ENSG00000161270.20"	137
"10584"	"ENSG00000161277.11"	3
"10585"	"ENSG00000161281.11"	12
"10586"	"ENSG00000161298.19"	19.001
"10587"	"ENSG00000161328.11"	23
"10588"	"ENSG00000161381.14"	96.001
"10589"	"ENSG00000161395.14"	82
"10590"	"ENSG00000161405.18"	159
"10591"	"ENSG00000161509.14"	3
"10592"	"ENSG00000161513.12"	7
"10593"	"ENSG00000161526.15"	316.999
"10594"	"ENSG00000161533.12"	1290
"10595"	"ENSG00000161542.17"	121
"10596"	"ENSG00000161544.10"	23
"10597"	"ENSG00000161547.17"	220
"10598"	"ENSG00000161551.15"	197
"10599"	"ENSG00000161558.11"	24.001
"10600"	"ENSG00000161594.7"	0
"10601"	"ENSG00000161609.10"	8
"10602"	"ENSG00000161610.1"	0
"10603"	"ENSG00000161618.10"	47
"10604"	"ENSG00000161634.12"	0
"10605"	"ENSG00000161638.11"	419.001
"10606"	"ENSG00000161640.15"	22
"10607"	"ENSG00000161642.18"	41
"10608"	"ENSG00000161643.13"	5
"10609"	"ENSG00000161647.19"	62.999
"10610"	"ENSG00000161649.14"	1
"10611"	"ENSG00000161652.13"	0
"10612"	"ENSG00000161653.11"	2
"10613"	"ENSG00000161654.10"	200.251
"10614"	"ENSG00000161664.7"	6
"10615"	"ENSG00000161671.17"	187
"10616"	"ENSG00000161677.12"	16.001
"10617"	"ENSG00000161681.17"	6
"10618"	"ENSG00000161682.15"	0
"10619"	"ENSG00000161692.18"	42
"10620"	"ENSG00000161714.12"	72
"10621"	"ENSG00000161791.14"	424.999
"10622"	"ENSG00000161798.7"	387
"10623"	"ENSG00000161800.13"	63.999
"10624"	"ENSG00000161807.3"	0
"10625"	"ENSG00000161813.23"	869.999
"10626"	"ENSG00000161835.11"	59
"10627"	"ENSG00000161847.15"	92
"10628"	"ENSG00000161849.3"	0
"10629"	"ENSG00000161850.3"	0
"10630"	"ENSG00000161860.8"	0
"10631"	"ENSG00000161888.12"	4
"10632"	"ENSG00000161896.12"	1
"10633"	"ENSG00000161904.13"	200
"10634"	"ENSG00000161905.13"	4
"10635"	"ENSG00000161911.12"	1
"10636"	"ENSG00000161912.19"	11.266
"10637"	"ENSG00000161914.10"	24.999
"10638"	"ENSG00000161920.11"	19.001
"10639"	"ENSG00000161921.17"	88
"10640"	"ENSG00000161929.15"	22
"10641"	"ENSG00000161939.19"	9.861
"10642"	"ENSG00000161940.11"	26
"10643"	"ENSG00000161944.17"	6
"10644"	"ENSG00000161955.17"	163.072
"10645"	"ENSG00000161956.14"	249.001
"10646"	"ENSG00000161958.11"	1
"10647"	"ENSG00000161960.16"	935.368
"10648"	"ENSG00000161970.15"	5674.592
"10649"	"ENSG00000161973.11"	0
"10650"	"ENSG00000161980.6"	28
"10651"	"ENSG00000161981.11"	88.999
"10652"	"ENSG00000161992.6"	2
"10653"	"ENSG00000161996.19"	88
"10654"	"ENSG00000161999.13"	83.461
"10655"	"ENSG00000162004.19"	5
"10656"	"ENSG00000162006.10"	0
"10657"	"ENSG00000162009.10"	5
"10658"	"ENSG00000162032.16"	110.001
"10659"	"ENSG00000162039.19"	0
"10660"	"ENSG00000162040.7"	0
"10661"	"ENSG00000162062.15"	0
"10662"	"ENSG00000162063.13"	16
"10663"	"ENSG00000162065.15"	129
"10664"	"ENSG00000162066.16"	43
"10665"	"ENSG00000162068.2"	0
"10666"	"ENSG00000162069.16"	190
"10667"	"ENSG00000162073.14"	30
"10668"	"ENSG00000162076.13"	17
"10669"	"ENSG00000162078.12"	20
"10670"	"ENSG00000162086.16"	69
"10671"	"ENSG00000162104.10"	312
"10672"	"ENSG00000162105.21"	1569.999
"10673"	"ENSG00000162129.15"	135
"10674"	"ENSG00000162139.10"	55
"10675"	"ENSG00000162144.10"	80
"10676"	"ENSG00000162148.11"	10.079
"10677"	"ENSG00000162174.12"	35
"10678"	"ENSG00000162188.6"	0
"10679"	"ENSG00000162191.14"	273.998
"10680"	"ENSG00000162194.13"	39.05
"10681"	"ENSG00000162222.14"	76
"10682"	"ENSG00000162227.8"	80.001
"10683"	"ENSG00000162231.14"	1078
"10684"	"ENSG00000162236.13"	254.999
"10685"	"ENSG00000162241.13"	108.999
"10686"	"ENSG00000162244.12"	1043.44
"10687"	"ENSG00000162267.14"	38
"10688"	"ENSG00000162298.19"	701.001
"10689"	"ENSG00000162300.13"	105
"10690"	"ENSG00000162302.13"	59
"10691"	"ENSG00000162337.12"	1253
"10692"	"ENSG00000162341.18"	136
"10693"	"ENSG00000162344.4"	1
"10694"	"ENSG00000162365.13"	3
"10695"	"ENSG00000162366.8"	107.999
"10696"	"ENSG00000162367.12"	16
"10697"	"ENSG00000162368.15"	869.001
"10698"	"ENSG00000162373.13"	49
"10699"	"ENSG00000162374.18"	1
"10700"	"ENSG00000162377.6"	23
"10701"	"ENSG00000162378.13"	348
"10702"	"ENSG00000162383.13"	0
"10703"	"ENSG00000162384.14"	99
"10704"	"ENSG00000162385.11"	41
"10705"	"ENSG00000162390.18"	221.001
"10706"	"ENSG00000162391.12"	0
"10707"	"ENSG00000162396.6"	12
"10708"	"ENSG00000162398.12"	3
"10709"	"ENSG00000162399.9"	0
"10710"	"ENSG00000162402.15"	1707.999
"10711"	"ENSG00000162407.9"	209
"10712"	"ENSG00000162408.11"	197
"10713"	"ENSG00000162409.12"	114
"10714"	"ENSG00000162413.17"	78
"10715"	"ENSG00000162415.7"	87
"10716"	"ENSG00000162419.13"	71.001
"10717"	"ENSG00000162426.16"	12
"10718"	"ENSG00000162430.18"	597
"10719"	"ENSG00000162433.15"	161.873
"10720"	"ENSG00000162434.14"	1500.998
"10721"	"ENSG00000162437.15"	186
"10722"	"ENSG00000162438.12"	45858
"10723"	"ENSG00000162441.12"	155.001
"10724"	"ENSG00000162444.12"	19
"10725"	"ENSG00000162456.10"	0
"10726"	"ENSG00000162458.13"	72
"10727"	"ENSG00000162460.7"	0
"10728"	"ENSG00000162461.8"	3
"10729"	"ENSG00000162482.5"	561.307
"10730"	"ENSG00000162490.7"	0
"10731"	"ENSG00000162493.17"	47
"10732"	"ENSG00000162494.6"	0
"10733"	"ENSG00000162496.10"	556
"10734"	"ENSG00000162510.6"	0
"10735"	"ENSG00000162511.8"	347
"10736"	"ENSG00000162512.16"	144.001
"10737"	"ENSG00000162517.13"	56
"10738"	"ENSG00000162520.15"	4
"10739"	"ENSG00000162521.19"	956.999
"10740"	"ENSG00000162522.11"	290
"10741"	"ENSG00000162526.7"	2
"10742"	"ENSG00000162542.14"	110
"10743"	"ENSG00000162543.6"	27
"10744"	"ENSG00000162545.6"	135
"10745"	"ENSG00000162551.14"	42
"10746"	"ENSG00000162552.15"	46
"10747"	"ENSG00000162571.14"	3
"10748"	"ENSG00000162572.21"	23
"10749"	"ENSG00000162576.17"	81
"10750"	"ENSG00000162585.17"	70
"10751"	"ENSG00000162591.17"	132
"10752"	"ENSG00000162592.10"	0
"10753"	"ENSG00000162594.17"	19
"10754"	"ENSG00000162595.8"	30
"10755"	"ENSG00000162598.13"	0
"10756"	"ENSG00000162599.18"	1853.999
"10757"	"ENSG00000162600.12"	478
"10758"	"ENSG00000162601.12"	939.001
"10759"	"ENSG00000162604.13"	120
"10760"	"ENSG00000162607.13"	395
"10761"	"ENSG00000162613.18"	1129.001
"10762"	"ENSG00000162614.19"	329
"10763"	"ENSG00000162616.9"	251.999
"10764"	"ENSG00000162618.15"	217.001
"10765"	"ENSG00000162620.16"	4
"10766"	"ENSG00000162621.7"	0
"10767"	"ENSG00000162623.16"	108
"10768"	"ENSG00000162624.16"	0
"10769"	"ENSG00000162627.17"	235
"10770"	"ENSG00000162630.6"	14
"10771"	"ENSG00000162631.20"	2
"10772"	"ENSG00000162636.16"	144
"10773"	"ENSG00000162639.16"	27
"10774"	"ENSG00000162641.20"	1
"10775"	"ENSG00000162642.14"	99
"10776"	"ENSG00000162643.13"	5
"10777"	"ENSG00000162645.13"	684
"10778"	"ENSG00000162650.17"	15
"10779"	"ENSG00000162654.9"	441
"10780"	"ENSG00000162664.17"	499
"10781"	"ENSG00000162669.16"	23
"10782"	"ENSG00000162670.11"	5
"10783"	"ENSG00000162676.13"	89
"10784"	"ENSG00000162685.6"	0
"10785"	"ENSG00000162687.19"	92
"10786"	"ENSG00000162688.17"	1161
"10787"	"ENSG00000162692.12"	208.999
"10788"	"ENSG00000162694.14"	68
"10789"	"ENSG00000162695.13"	568
"10790"	"ENSG00000162699.5"	0
"10791"	"ENSG00000162702.8"	203
"10792"	"ENSG00000162704.16"	124
"10793"	"ENSG00000162706.13"	6
"10794"	"ENSG00000162711.19"	155.001
"10795"	"ENSG00000162714.13"	96
"10796"	"ENSG00000162722.9"	21
"10797"	"ENSG00000162723.10"	0
"10798"	"ENSG00000162727.3"	0
"10799"	"ENSG00000162728.5"	0
"10800"	"ENSG00000162729.14"	65
"10801"	"ENSG00000162733.19"	650
"10802"	"ENSG00000162734.13"	152
"10803"	"ENSG00000162735.19"	582.82
"10804"	"ENSG00000162736.18"	1078.001
"10805"	"ENSG00000162738.8"	108
"10806"	"ENSG00000162739.14"	60
"10807"	"ENSG00000162745.11"	125
"10808"	"ENSG00000162746.15"	0
"10809"	"ENSG00000162747.13"	14.316
"10810"	"ENSG00000162753.13"	2
"10811"	"ENSG00000162755.14"	33
"10812"	"ENSG00000162757.4"	0
"10813"	"ENSG00000162761.14"	0
"10814"	"ENSG00000162763.4"	0
"10815"	"ENSG00000162769.13"	164
"10816"	"ENSG00000162771.8"	0
"10817"	"ENSG00000162772.18"	279
"10818"	"ENSG00000162775.17"	262
"10819"	"ENSG00000162777.17"	253.999
"10820"	"ENSG00000162779.22"	16
"10821"	"ENSG00000162782.16"	8
"10822"	"ENSG00000162783.11"	64
"10823"	"ENSG00000162804.15"	305.001
"10824"	"ENSG00000162813.18"	85.001
"10825"	"ENSG00000162814.11"	20.001
"10826"	"ENSG00000162817.7"	17
"10827"	"ENSG00000162819.12"	589
"10828"	"ENSG00000162825.18"	419.003
"10829"	"ENSG00000162836.12"	162.002
"10830"	"ENSG00000162840.4"	5
"10831"	"ENSG00000162843.18"	0
"10832"	"ENSG00000162849.16"	94.001
"10833"	"ENSG00000162851.8"	123
"10834"	"ENSG00000162852.14"	237.999
"10835"	"ENSG00000162869.16"	380
"10836"	"ENSG00000162873.15"	0
"10837"	"ENSG00000162877.13"	261
"10838"	"ENSG00000162878.13"	114.001
"10839"	"ENSG00000162881.7"	14
"10840"	"ENSG00000162882.15"	32
"10841"	"ENSG00000162885.14"	658
"10842"	"ENSG00000162888.4"	0
"10843"	"ENSG00000162889.11"	981
"10844"	"ENSG00000162891.11"	0
"10845"	"ENSG00000162892.16"	0
"10846"	"ENSG00000162894.12"	25.001
"10847"	"ENSG00000162896.6"	4398
"10848"	"ENSG00000162897.16"	1
"10849"	"ENSG00000162909.18"	2056
"10850"	"ENSG00000162910.19"	19
"10851"	"ENSG00000162913.10"	10
"10852"	"ENSG00000162923.18"	1184
"10853"	"ENSG00000162924.16"	384
"10854"	"ENSG00000162927.15"	66
"10855"	"ENSG00000162928.9"	283
"10856"	"ENSG00000162929.14"	156
"10857"	"ENSG00000162931.12"	0
"10858"	"ENSG00000162944.11"	115
"10859"	"ENSG00000162946.24"	171.729
"10860"	"ENSG00000162947.6"	0
"10861"	"ENSG00000162949.16"	189.999
"10862"	"ENSG00000162951.11"	1
"10863"	"ENSG00000162959.14"	172
"10864"	"ENSG00000162961.14"	204
"10865"	"ENSG00000162971.11"	109
"10866"	"ENSG00000162972.11"	47
"10867"	"ENSG00000162975.5"	0
"10868"	"ENSG00000162976.13"	101
