"ENSEMBL"	"BE02_107A"
"54081"	"ENSG00000278825.1"	0
"54082"	"ENSG00000278828.2"	33
"54083"	"ENSG00000278829.1"	0
"54084"	"ENSG00000278830.1"	0
"54085"	"ENSG00000278831.1"	1
"54086"	"ENSG00000278834.3"	2
"54087"	"ENSG00000278837.1"	0
"54088"	"ENSG00000278838.1"	0
"54089"	"ENSG00000278840.1"	0
"54090"	"ENSG00000278842.1"	0
"54091"	"ENSG00000278845.5"	270.982
"54092"	"ENSG00000278847.1"	1
"54093"	"ENSG00000278848.3"	0
"54094"	"ENSG00000278851.1"	0
"54095"	"ENSG00000278852.1"	0
"54096"	"ENSG00000278854.1"	0
"54097"	"ENSG00000278857.1"	288.653
"54098"	"ENSG00000278859.1"	0
"54099"	"ENSG00000278860.1"	0
"54100"	"ENSG00000278861.1"	1
"54101"	"ENSG00000278862.1"	0
"54102"	"ENSG00000278863.1"	2
"54103"	"ENSG00000278864.1"	13
"54104"	"ENSG00000278865.1"	0
"54105"	"ENSG00000278866.1"	0
"54106"	"ENSG00000278867.1"	1.088
"54107"	"ENSG00000278869.3"	2
"54108"	"ENSG00000278870.2"	0
"54109"	"ENSG00000278872.1"	0
"54110"	"ENSG00000278873.1"	6
"54111"	"ENSG00000278874.1"	0
"54112"	"ENSG00000278875.1"	1
"54113"	"ENSG00000278876.1"	1
"54114"	"ENSG00000278877.1"	0
"54115"	"ENSG00000278879.1"	3
"54116"	"ENSG00000278880.1"	0
"54117"	"ENSG00000278881.2"	0
"54118"	"ENSG00000278884.1"	0
"54119"	"ENSG00000278885.1"	0
"54120"	"ENSG00000278886.1"	1
"54121"	"ENSG00000278887.3"	0
"54122"	"ENSG00000278889.4"	0
"54123"	"ENSG00000278890.1"	0
"54124"	"ENSG00000278891.1"	1
"54125"	"ENSG00000278892.1"	0
"54126"	"ENSG00000278893.1"	3.259
"54127"	"ENSG00000278894.1"	0
"54128"	"ENSG00000278895.1"	0
"54129"	"ENSG00000278896.1"	10
"54130"	"ENSG00000278897.1"	5
"54131"	"ENSG00000278898.1"	0
"54132"	"ENSG00000278899.2"	0
"54133"	"ENSG00000278900.1"	1
"54134"	"ENSG00000278901.1"	3
"54135"	"ENSG00000278902.1"	0
"54136"	"ENSG00000278903.6"	11.219
"54137"	"ENSG00000278905.1"	0
"54138"	"ENSG00000278907.1"	0
"54139"	"ENSG00000278908.1"	0
"54140"	"ENSG00000278909.1"	1
"54141"	"ENSG00000278910.6"	0
"54142"	"ENSG00000278911.2"	0
"54143"	"ENSG00000278912.1"	3
"54144"	"ENSG00000278913.1"	0
"54145"	"ENSG00000278914.1"	0
"54146"	"ENSG00000278915.1"	12
"54147"	"ENSG00000278916.2"	0
"54148"	"ENSG00000278917.1"	0
"54149"	"ENSG00000278918.1"	0
"54150"	"ENSG00000278920.1"	1
"54151"	"ENSG00000278921.2"	0
"54152"	"ENSG00000278922.1"	0
"54153"	"ENSG00000278924.1"	0
"54154"	"ENSG00000278925.1"	6
"54155"	"ENSG00000278926.1"	0
"54156"	"ENSG00000278928.1"	1
"54157"	"ENSG00000278929.1"	1
"54158"	"ENSG00000278931.1"	0
"54159"	"ENSG00000278932.7"	31.903
"54160"	"ENSG00000278933.1"	0
"54161"	"ENSG00000278934.1"	1
"54162"	"ENSG00000278935.1"	0
"54163"	"ENSG00000278936.1"	0
"54164"	"ENSG00000278941.1"	0
"54165"	"ENSG00000278942.1"	0
"54166"	"ENSG00000278943.1"	1
"54167"	"ENSG00000278944.1"	0
"54168"	"ENSG00000278945.1"	0
"54169"	"ENSG00000278946.1"	0
"54170"	"ENSG00000278948.1"	33
"54171"	"ENSG00000278949.1"	15
"54172"	"ENSG00000278950.1"	1
"54173"	"ENSG00000278952.1"	0
"54174"	"ENSG00000278953.1"	0
"54175"	"ENSG00000278954.1"	0
"54176"	"ENSG00000278957.1"	0
"54177"	"ENSG00000278958.1"	0
"54178"	"ENSG00000278959.1"	4
"54179"	"ENSG00000278960.1"	0
"54180"	"ENSG00000278961.3"	0
"54181"	"ENSG00000278962.1"	1
"54182"	"ENSG00000278963.1"	17
"54183"	"ENSG00000278964.1"	0
"54184"	"ENSG00000278965.1"	0
"54185"	"ENSG00000278966.2"	1
"54186"	"ENSG00000278967.1"	0
"54187"	"ENSG00000278969.1"	0
"54188"	"ENSG00000278970.5"	15
"54189"	"ENSG00000278971.1"	0
"54190"	"ENSG00000278972.1"	1
"54191"	"ENSG00000278973.1"	0
"54192"	"ENSG00000278974.1"	1
"54193"	"ENSG00000278975.1"	0
"54194"	"ENSG00000278977.1"	0
"54195"	"ENSG00000278979.1"	0
"54196"	"ENSG00000278980.1"	0
"54197"	"ENSG00000278981.1"	1
"54198"	"ENSG00000278982.1"	0
"54199"	"ENSG00000278983.1"	7
"54200"	"ENSG00000278985.1"	7
"54201"	"ENSG00000278986.1"	4
"54202"	"ENSG00000278987.1"	2
"54203"	"ENSG00000278988.1"	0
"54204"	"ENSG00000278989.1"	5
"54205"	"ENSG00000278990.1"	0
"54206"	"ENSG00000278991.1"	12
"54207"	"ENSG00000278992.1"	1
"54208"	"ENSG00000278993.1"	0
"54209"	"ENSG00000278994.1"	0
"54210"	"ENSG00000278995.1"	0
"54211"	"ENSG00000278996.2"	1.267
"54212"	"ENSG00000278997.1"	0
"54213"	"ENSG00000278998.1"	0
"54214"	"ENSG00000278999.1"	0
"54215"	"ENSG00000279000.4"	0
"54216"	"ENSG00000279001.1"	0
"54217"	"ENSG00000279002.1"	0
"54218"	"ENSG00000279004.1"	0
"54219"	"ENSG00000279005.1"	0
"54220"	"ENSG00000279006.1"	0
"54221"	"ENSG00000279009.1"	0
"54222"	"ENSG00000279011.1"	0
"54223"	"ENSG00000279012.2"	3
"54224"	"ENSG00000279013.1"	0
"54225"	"ENSG00000279014.1"	0
"54226"	"ENSG00000279015.1"	0
"54227"	"ENSG00000279016.1"	0
"54228"	"ENSG00000279017.1"	0
"54229"	"ENSG00000279019.1"	0
"54230"	"ENSG00000279020.1"	5
"54231"	"ENSG00000279021.1"	0
"54232"	"ENSG00000279022.1"	0
"54233"	"ENSG00000279023.1"	0
"54234"	"ENSG00000279024.1"	0
"54235"	"ENSG00000279025.1"	0
"54236"	"ENSG00000279026.1"	1
"54237"	"ENSG00000279028.1"	0
"54238"	"ENSG00000279029.1"	0
"54239"	"ENSG00000279030.1"	1.014
"54240"	"ENSG00000279031.1"	0
"54241"	"ENSG00000279032.1"	0
"54242"	"ENSG00000279033.1"	0
"54243"	"ENSG00000279034.1"	0
"54244"	"ENSG00000279035.1"	1
"54245"	"ENSG00000279036.1"	0
"54246"	"ENSG00000279040.1"	0
"54247"	"ENSG00000279041.1"	12
"54248"	"ENSG00000279042.1"	0
"54249"	"ENSG00000279043.1"	0
"54250"	"ENSG00000279044.1"	0
"54251"	"ENSG00000279045.1"	0
"54252"	"ENSG00000279046.1"	0
"54253"	"ENSG00000279047.5"	0
"54254"	"ENSG00000279048.2"	0
"54255"	"ENSG00000279050.1"	1.995
"54256"	"ENSG00000279051.5"	0
"54257"	"ENSG00000279056.1"	0
"54258"	"ENSG00000279057.1"	0
"54259"	"ENSG00000279058.2"	139.045
"54260"	"ENSG00000279059.1"	6
"54261"	"ENSG00000279061.1"	0
"54262"	"ENSG00000279062.1"	0
"54263"	"ENSG00000279063.1"	0
"54264"	"ENSG00000279064.2"	0
"54265"	"ENSG00000279065.1"	0
"54266"	"ENSG00000279066.1"	2
"54267"	"ENSG00000279067.1"	0
"54268"	"ENSG00000279068.1"	2
"54269"	"ENSG00000279069.2"	5
"54270"	"ENSG00000279070.2"	0
"54271"	"ENSG00000279071.1"	1
"54272"	"ENSG00000279072.2"	0
"54273"	"ENSG00000279073.3"	0
"54274"	"ENSG00000279074.1"	0
"54275"	"ENSG00000279075.1"	1
"54276"	"ENSG00000279076.1"	0
"54277"	"ENSG00000279077.1"	5
"54278"	"ENSG00000279078.1"	14.742
"54279"	"ENSG00000279080.1"	1
"54280"	"ENSG00000279081.2"	13
"54281"	"ENSG00000279082.6"	1
"54282"	"ENSG00000279083.1"	2
"54283"	"ENSG00000279085.1"	0
"54284"	"ENSG00000279086.1"	2
"54285"	"ENSG00000279087.1"	0
"54286"	"ENSG00000279088.3"	9
"54287"	"ENSG00000279089.1"	13
"54288"	"ENSG00000279090.1"	0
"54289"	"ENSG00000279092.1"	0
"54290"	"ENSG00000279093.1"	0
"54291"	"ENSG00000279094.4"	1
"54292"	"ENSG00000279095.1"	0
"54293"	"ENSG00000279096.3"	0
"54294"	"ENSG00000279097.1"	0
"54295"	"ENSG00000279098.1"	1
"54296"	"ENSG00000279099.1"	0
"54297"	"ENSG00000279100.1"	0
"54298"	"ENSG00000279103.1"	1
"54299"	"ENSG00000279104.1"	0
"54300"	"ENSG00000279106.1"	0
"54301"	"ENSG00000279108.1"	1
"54302"	"ENSG00000279110.1"	0
"54303"	"ENSG00000279111.2"	0
"54304"	"ENSG00000279113.1"	0
"54305"	"ENSG00000279114.1"	2
"54306"	"ENSG00000279115.2"	0
"54307"	"ENSG00000279116.3"	0
"54308"	"ENSG00000279117.1"	0
"54309"	"ENSG00000279118.1"	0
"54310"	"ENSG00000279119.1"	0
"54311"	"ENSG00000279120.1"	0
"54312"	"ENSG00000279121.1"	0
"54313"	"ENSG00000279122.1"	1
"54314"	"ENSG00000279123.1"	0
"54315"	"ENSG00000279124.1"	0
"54316"	"ENSG00000279125.1"	0
"54317"	"ENSG00000279127.1"	0
"54318"	"ENSG00000279128.1"	0
"54319"	"ENSG00000279129.1"	0
"54320"	"ENSG00000279130.1"	0
"54321"	"ENSG00000279133.1"	42
"54322"	"ENSG00000279134.2"	0
"54323"	"ENSG00000279135.1"	0
"54324"	"ENSG00000279136.1"	0
"54325"	"ENSG00000279137.1"	0
"54326"	"ENSG00000279138.1"	0
"54327"	"ENSG00000279139.1"	0
"54328"	"ENSG00000279140.2"	0
"54329"	"ENSG00000279141.5"	0
"54330"	"ENSG00000279142.1"	0
"54331"	"ENSG00000279143.1"	0
"54332"	"ENSG00000279144.1"	1
"54333"	"ENSG00000279145.2"	2
"54334"	"ENSG00000279146.1"	0
"54335"	"ENSG00000279147.1"	0
"54336"	"ENSG00000279148.1"	0
"54337"	"ENSG00000279149.1"	0
"54338"	"ENSG00000279151.2"	0
"54339"	"ENSG00000279152.1"	0
"54340"	"ENSG00000279155.1"	0
"54341"	"ENSG00000279156.1"	0
"54342"	"ENSG00000279157.1"	0
"54343"	"ENSG00000279160.1"	0
"54344"	"ENSG00000279161.1"	0
"54345"	"ENSG00000279162.1"	7
"54346"	"ENSG00000279163.1"	0
"54347"	"ENSG00000279164.1"	0
"54348"	"ENSG00000279165.1"	0
"54349"	"ENSG00000279166.1"	16
"54350"	"ENSG00000279167.1"	0
"54351"	"ENSG00000279168.3"	86.389
"54352"	"ENSG00000279169.3"	0
"54353"	"ENSG00000279170.3"	51.999
"54354"	"ENSG00000279171.1"	0
"54355"	"ENSG00000279172.1"	0
"54356"	"ENSG00000279173.1"	0
"54357"	"ENSG00000279174.1"	0
"54358"	"ENSG00000279175.1"	19
"54359"	"ENSG00000279176.1"	7
"54360"	"ENSG00000279177.1"	0
"54361"	"ENSG00000279179.1"	1
"54362"	"ENSG00000279180.1"	0
"54363"	"ENSG00000279181.1"	0
"54364"	"ENSG00000279182.1"	0
"54365"	"ENSG00000279186.1"	0
"54366"	"ENSG00000279187.1"	0
"54367"	"ENSG00000279189.1"	2
"54368"	"ENSG00000279190.1"	0
"54369"	"ENSG00000279192.1"	26.881
"54370"	"ENSG00000279193.1"	0
"54371"	"ENSG00000279196.1"	2
"54372"	"ENSG00000279197.1"	0
"54373"	"ENSG00000279198.2"	1
"54374"	"ENSG00000279199.1"	1
"54375"	"ENSG00000279200.1"	3
"54376"	"ENSG00000279201.1"	0
"54377"	"ENSG00000279202.1"	0
"54378"	"ENSG00000279203.1"	0
"54379"	"ENSG00000279204.1"	1
"54380"	"ENSG00000279205.1"	0
"54381"	"ENSG00000279206.1"	0
"54382"	"ENSG00000279207.1"	13
"54383"	"ENSG00000279208.1"	0
"54384"	"ENSG00000279209.1"	0
"54385"	"ENSG00000279211.1"	0
"54386"	"ENSG00000279212.1"	0
"54387"	"ENSG00000279213.1"	0
"54388"	"ENSG00000279214.1"	0
"54389"	"ENSG00000279217.1"	0
"54390"	"ENSG00000279218.1"	0
"54391"	"ENSG00000279220.5"	0
"54392"	"ENSG00000279221.1"	2
"54393"	"ENSG00000279222.1"	0
"54394"	"ENSG00000279223.1"	0
"54395"	"ENSG00000279225.1"	0
"54396"	"ENSG00000279227.2"	0
"54397"	"ENSG00000279228.3"	0
"54398"	"ENSG00000279231.1"	0
"54399"	"ENSG00000279232.3"	0
"54400"	"ENSG00000279233.1"	8
"54401"	"ENSG00000279235.1"	1
"54402"	"ENSG00000279236.1"	8
"54403"	"ENSG00000279237.1"	2
"54404"	"ENSG00000279239.1"	0
"54405"	"ENSG00000279240.2"	0
"54406"	"ENSG00000279243.4"	0
"54407"	"ENSG00000279245.2"	0
"54408"	"ENSG00000279246.1"	5.594
"54409"	"ENSG00000279248.1"	0
"54410"	"ENSG00000279249.5"	6
"54411"	"ENSG00000279250.1"	2
"54412"	"ENSG00000279251.1"	0
"54413"	"ENSG00000279253.1"	11
"54414"	"ENSG00000279254.1"	2
"54415"	"ENSG00000279255.2"	3
"54416"	"ENSG00000279256.1"	0
"54417"	"ENSG00000279259.1"	0
"54418"	"ENSG00000279261.2"	0
"54419"	"ENSG00000279262.1"	0
"54420"	"ENSG00000279263.1"	0
"54421"	"ENSG00000279264.1"	0
"54422"	"ENSG00000279265.1"	7
"54423"	"ENSG00000279266.1"	0
"54424"	"ENSG00000279267.1"	1
"54425"	"ENSG00000279268.1"	0
"54426"	"ENSG00000279269.1"	0
"54427"	"ENSG00000279270.2"	0
"54428"	"ENSG00000279271.1"	0
"54429"	"ENSG00000279273.1"	0
"54430"	"ENSG00000279274.2"	0
"54431"	"ENSG00000279275.1"	0
"54432"	"ENSG00000279276.1"	0
"54433"	"ENSG00000279277.3"	8
"54434"	"ENSG00000279278.1"	0
"54435"	"ENSG00000279281.1"	15
"54436"	"ENSG00000279283.1"	21
"54437"	"ENSG00000279284.1"	0
"54438"	"ENSG00000279285.1"	1
"54439"	"ENSG00000279286.2"	11
"54440"	"ENSG00000279288.1"	0
"54441"	"ENSG00000279289.1"	24
"54442"	"ENSG00000279294.1"	5
"54443"	"ENSG00000279295.1"	0
"54444"	"ENSG00000279296.1"	1
"54445"	"ENSG00000279297.1"	0
"54446"	"ENSG00000279298.1"	0
"54447"	"ENSG00000279299.1"	0
"54448"	"ENSG00000279300.1"	0
"54449"	"ENSG00000279301.5"	0
"54450"	"ENSG00000279302.3"	1
"54451"	"ENSG00000279303.1"	0
"54452"	"ENSG00000279304.1"	0
"54453"	"ENSG00000279305.1"	0
"54454"	"ENSG00000279306.1"	1
"54455"	"ENSG00000279307.2"	25.25
"54456"	"ENSG00000279310.1"	0
"54457"	"ENSG00000279311.1"	0
"54458"	"ENSG00000279314.1"	0
"54459"	"ENSG00000279315.1"	0
"54460"	"ENSG00000279317.5"	2
"54461"	"ENSG00000279319.1"	7
"54462"	"ENSG00000279320.1"	4
"54463"	"ENSG00000279321.1"	0
"54464"	"ENSG00000279322.1"	0
"54465"	"ENSG00000279324.1"	0
"54466"	"ENSG00000279325.1"	0
"54467"	"ENSG00000279326.1"	0
"54468"	"ENSG00000279328.1"	2
"54469"	"ENSG00000279329.1"	0
"54470"	"ENSG00000279330.1"	3
"54471"	"ENSG00000279331.1"	0
"54472"	"ENSG00000279332.1"	0
"54473"	"ENSG00000279333.1"	1
"54474"	"ENSG00000279334.1"	0
"54475"	"ENSG00000279337.1"	0
"54476"	"ENSG00000279339.1"	2
"54477"	"ENSG00000279340.1"	0
"54478"	"ENSG00000279342.2"	44
"54479"	"ENSG00000279343.1"	0
"54480"	"ENSG00000279344.1"	6
"54481"	"ENSG00000279345.1"	0
"54482"	"ENSG00000279347.1"	0
"54483"	"ENSG00000279348.1"	1
"54484"	"ENSG00000279349.1"	2
"54485"	"ENSG00000279352.1"	6
"54486"	"ENSG00000279353.1"	0
"54487"	"ENSG00000279354.1"	0
"54488"	"ENSG00000279356.1"	4
"54489"	"ENSG00000279357.1"	0
"54490"	"ENSG00000279358.1"	0
"54491"	"ENSG00000279359.1"	0
"54492"	"ENSG00000279360.1"	0
"54493"	"ENSG00000279361.1"	1
"54494"	"ENSG00000279364.1"	1
"54495"	"ENSG00000279365.1"	35
"54496"	"ENSG00000279366.1"	2
"54497"	"ENSG00000279367.1"	0
"54498"	"ENSG00000279368.1"	0
"54499"	"ENSG00000279369.1"	0
"54500"	"ENSG00000279370.1"	0
"54501"	"ENSG00000279372.1"	0
"54502"	"ENSG00000279373.1"	0
"54503"	"ENSG00000279375.2"	0
"54504"	"ENSG00000279376.1"	0
"54505"	"ENSG00000279377.1"	0
"54506"	"ENSG00000279378.1"	0
"54507"	"ENSG00000279379.1"	0
"54508"	"ENSG00000279381.1"	0
"54509"	"ENSG00000279382.1"	0
"54510"	"ENSG00000279384.1"	8
"54511"	"ENSG00000279386.1"	0
"54512"	"ENSG00000279388.1"	0
"54513"	"ENSG00000279390.1"	0
"54514"	"ENSG00000279391.1"	0
"54515"	"ENSG00000279392.1"	6.268
"54516"	"ENSG00000279393.1"	0
"54517"	"ENSG00000279394.1"	4
"54518"	"ENSG00000279395.3"	0
"54519"	"ENSG00000279397.1"	0
"54520"	"ENSG00000279398.1"	0
"54521"	"ENSG00000279399.1"	0
"54522"	"ENSG00000279401.1"	0
"54523"	"ENSG00000279403.1"	0
"54524"	"ENSG00000279404.1"	0
"54525"	"ENSG00000279405.1"	0
"54526"	"ENSG00000279406.1"	1
"54527"	"ENSG00000279407.1"	13.965
"54528"	"ENSG00000279408.3"	0
"54529"	"ENSG00000279409.1"	0
"54530"	"ENSG00000279410.1"	1
"54531"	"ENSG00000279411.1"	0
"54532"	"ENSG00000279412.1"	0
"54533"	"ENSG00000279414.1"	0
"54534"	"ENSG00000279415.1"	1
"54535"	"ENSG00000279416.1"	1
"54536"	"ENSG00000279417.1"	0
"54537"	"ENSG00000279418.1"	0
"54538"	"ENSG00000279419.1"	0
"54539"	"ENSG00000279420.1"	0
"54540"	"ENSG00000279421.1"	0
"54541"	"ENSG00000279422.1"	0
"54542"	"ENSG00000279423.1"	0
"54543"	"ENSG00000279425.1"	15
"54544"	"ENSG00000279426.1"	0
"54545"	"ENSG00000279427.1"	0
"54546"	"ENSG00000279428.1"	0
"54547"	"ENSG00000279429.1"	1
"54548"	"ENSG00000279430.1"	0
"54549"	"ENSG00000279431.1"	0
"54550"	"ENSG00000279432.1"	33
"54551"	"ENSG00000279433.1"	5
"54552"	"ENSG00000279434.1"	10
"54553"	"ENSG00000279437.1"	0
"54554"	"ENSG00000279438.1"	0
"54555"	"ENSG00000279439.1"	0
"54556"	"ENSG00000279440.1"	0
"54557"	"ENSG00000279441.1"	0
"54558"	"ENSG00000279442.1"	0
"54559"	"ENSG00000279443.1"	0
"54560"	"ENSG00000279444.1"	0
"54561"	"ENSG00000279445.2"	0
"54562"	"ENSG00000279446.1"	0
"54563"	"ENSG00000279447.1"	0
"54564"	"ENSG00000279450.1"	0
"54565"	"ENSG00000279452.1"	0
"54566"	"ENSG00000279453.1"	8
"54567"	"ENSG00000279454.1"	0
"54568"	"ENSG00000279455.1"	0
"54569"	"ENSG00000279457.4"	0
"54570"	"ENSG00000279458.2"	0
"54571"	"ENSG00000279459.1"	0
"54572"	"ENSG00000279460.1"	0
"54573"	"ENSG00000279461.2"	0
"54574"	"ENSG00000279462.1"	0
"54575"	"ENSG00000279463.1"	0
"54576"	"ENSG00000279464.1"	0
"54577"	"ENSG00000279465.1"	0
"54578"	"ENSG00000279466.1"	0
"54579"	"ENSG00000279467.1"	0
"54580"	"ENSG00000279469.1"	0
"54581"	"ENSG00000279470.1"	0
"54582"	"ENSG00000279474.1"	3
"54583"	"ENSG00000279475.1"	0
"54584"	"ENSG00000279476.1"	8
"54585"	"ENSG00000279477.1"	0
"54586"	"ENSG00000279478.1"	0
"54587"	"ENSG00000279479.1"	0
"54588"	"ENSG00000279480.1"	0
"54589"	"ENSG00000279481.1"	2
"54590"	"ENSG00000279482.1"	0
"54591"	"ENSG00000279483.2"	0
"54592"	"ENSG00000279484.3"	0
"54593"	"ENSG00000279485.1"	1
"54594"	"ENSG00000279486.6"	0
"54595"	"ENSG00000279488.1"	0
"54596"	"ENSG00000279489.1"	0
"54597"	"ENSG00000279490.1"	0
"54598"	"ENSG00000279491.2"	2
"54599"	"ENSG00000279493.1"	0
"54600"	"ENSG00000279494.1"	1
"54601"	"ENSG00000279495.1"	10
"54602"	"ENSG00000279497.1"	0
"54603"	"ENSG00000279498.1"	0
"54604"	"ENSG00000279499.1"	0
"54605"	"ENSG00000279500.1"	10
"54606"	"ENSG00000279501.1"	0
"54607"	"ENSG00000279502.1"	0
"54608"	"ENSG00000279503.1"	0
"54609"	"ENSG00000279504.1"	0
"54610"	"ENSG00000279505.1"	0
"54611"	"ENSG00000279507.1"	0
"54612"	"ENSG00000279509.1"	0
"54613"	"ENSG00000279511.1"	0
"54614"	"ENSG00000279512.1"	0
"54615"	"ENSG00000279513.1"	3
"54616"	"ENSG00000279514.2"	0
"54617"	"ENSG00000279516.3"	0
"54618"	"ENSG00000279518.1"	11
"54619"	"ENSG00000279519.1"	0
"54620"	"ENSG00000279520.1"	1
"54621"	"ENSG00000279521.1"	0
"54622"	"ENSG00000279523.1"	0
"54623"	"ENSG00000279525.1"	1
"54624"	"ENSG00000279526.2"	0
"54625"	"ENSG00000279527.1"	0
"54626"	"ENSG00000279528.1"	0
"54627"	"ENSG00000279529.3"	0
"54628"	"ENSG00000279530.2"	0
"54629"	"ENSG00000279531.1"	0
"54630"	"ENSG00000279532.1"	0
"54631"	"ENSG00000279534.1"	0
"54632"	"ENSG00000279536.1"	3
"54633"	"ENSG00000279537.1"	0
"54634"	"ENSG00000279539.1"	0
"54635"	"ENSG00000279541.1"	0
"54636"	"ENSG00000279542.1"	0
"54637"	"ENSG00000279543.1"	0
"54638"	"ENSG00000279544.1"	8
"54639"	"ENSG00000279548.1"	0
"54640"	"ENSG00000279549.1"	2
"54641"	"ENSG00000279550.1"	0
"54642"	"ENSG00000279551.1"	0
"54643"	"ENSG00000279554.1"	0
"54644"	"ENSG00000279555.1"	21
"54645"	"ENSG00000279557.1"	15.593
"54646"	"ENSG00000279558.2"	0
"54647"	"ENSG00000279559.1"	0
"54648"	"ENSG00000279561.3"	1
"54649"	"ENSG00000279562.1"	0
"54650"	"ENSG00000279565.1"	0
"54651"	"ENSG00000279567.1"	0
"54652"	"ENSG00000279568.1"	0
"54653"	"ENSG00000279569.1"	1
"54654"	"ENSG00000279570.1"	7
"54655"	"ENSG00000279571.3"	0
"54656"	"ENSG00000279573.1"	6
"54657"	"ENSG00000279575.1"	0
"54658"	"ENSG00000279578.1"	0
"54659"	"ENSG00000279579.4"	57.867
"54660"	"ENSG00000279581.1"	0
"54661"	"ENSG00000279583.2"	204.308
"54662"	"ENSG00000279584.1"	0
"54663"	"ENSG00000279585.1"	0
"54664"	"ENSG00000279586.1"	0
"54665"	"ENSG00000279587.1"	0
"54666"	"ENSG00000279588.2"	0
"54667"	"ENSG00000279589.1"	2
"54668"	"ENSG00000279590.1"	0
"54669"	"ENSG00000279591.1"	2
"54670"	"ENSG00000279592.1"	2
"54671"	"ENSG00000279593.1"	0
"54672"	"ENSG00000279594.1"	6
"54673"	"ENSG00000279595.1"	0
"54674"	"ENSG00000279597.1"	0
"54675"	"ENSG00000279598.1"	589
"54676"	"ENSG00000279599.1"	0
"54677"	"ENSG00000279600.1"	1
"54678"	"ENSG00000279601.1"	0
"54679"	"ENSG00000279602.2"	7
"54680"	"ENSG00000279603.1"	0
"54681"	"ENSG00000279604.1"	0
"54682"	"ENSG00000279605.1"	5
"54683"	"ENSG00000279606.1"	1
"54684"	"ENSG00000279607.1"	0
"54685"	"ENSG00000279608.1"	126
"54686"	"ENSG00000279609.1"	0
"54687"	"ENSG00000279610.1"	0
"54688"	"ENSG00000279611.1"	0
"54689"	"ENSG00000279613.1"	0
"54690"	"ENSG00000279615.1"	0
"54691"	"ENSG00000279616.1"	0
"54692"	"ENSG00000279617.1"	0
"54693"	"ENSG00000279619.1"	5
"54694"	"ENSG00000279620.1"	5
"54695"	"ENSG00000279621.1"	0
"54696"	"ENSG00000279622.3"	1
"54697"	"ENSG00000279623.1"	2
"54698"	"ENSG00000279625.1"	0
"54699"	"ENSG00000279626.1"	0
"54700"	"ENSG00000279628.1"	0
"54701"	"ENSG00000279629.1"	0
"54702"	"ENSG00000279630.1"	0
"54703"	"ENSG00000279631.1"	1
"54704"	"ENSG00000279632.1"	7
"54705"	"ENSG00000279633.1"	0
"54706"	"ENSG00000279635.1"	0
"54707"	"ENSG00000279636.2"	0
"54708"	"ENSG00000279637.1"	9
"54709"	"ENSG00000279638.1"	0
"54710"	"ENSG00000279639.2"	0
"54711"	"ENSG00000279640.1"	0
"54712"	"ENSG00000279641.1"	0
"54713"	"ENSG00000279642.1"	0
"54714"	"ENSG00000279647.1"	0
"54715"	"ENSG00000279648.1"	0
"54716"	"ENSG00000279649.1"	25
"54717"	"ENSG00000279650.1"	0
"54718"	"ENSG00000279652.1"	0
"54719"	"ENSG00000279653.1"	0
"54720"	"ENSG00000279655.1"	0
"54721"	"ENSG00000279656.1"	0
"54722"	"ENSG00000279657.1"	0
"54723"	"ENSG00000279658.2"	0
"54724"	"ENSG00000279660.1"	0
"54725"	"ENSG00000279662.1"	2
"54726"	"ENSG00000279663.3"	0
"54727"	"ENSG00000279665.1"	0
"54728"	"ENSG00000279666.1"	0
"54729"	"ENSG00000279667.1"	0
"54730"	"ENSG00000279668.5"	0
"54731"	"ENSG00000279669.2"	0
"54732"	"ENSG00000279670.1"	5
"54733"	"ENSG00000279671.1"	0
"54734"	"ENSG00000279674.1"	1
"54735"	"ENSG00000279675.1"	0
"54736"	"ENSG00000279676.1"	0
"54737"	"ENSG00000279677.1"	0
"54738"	"ENSG00000279678.1"	0
"54739"	"ENSG00000279679.1"	1
"54740"	"ENSG00000279681.1"	0
"54741"	"ENSG00000279682.1"	3
"54742"	"ENSG00000279683.1"	0
"54743"	"ENSG00000279684.1"	1
"54744"	"ENSG00000279685.2"	0
"54745"	"ENSG00000279686.1"	0
"54746"	"ENSG00000279687.1"	0
"54747"	"ENSG00000279688.1"	0
"54748"	"ENSG00000279689.1"	0
"54749"	"ENSG00000279690.1"	0
"54750"	"ENSG00000279691.1"	0
"54751"	"ENSG00000279692.1"	0
"54752"	"ENSG00000279693.1"	4
"54753"	"ENSG00000279694.1"	0
"54754"	"ENSG00000279695.1"	0
"54755"	"ENSG00000279696.1"	4
"54756"	"ENSG00000279697.1"	0
"54757"	"ENSG00000279698.1"	0
"54758"	"ENSG00000279699.1"	0
"54759"	"ENSG00000279700.1"	5
"54760"	"ENSG00000279701.1"	9
"54761"	"ENSG00000279702.1"	0
"54762"	"ENSG00000279703.1"	2
"54763"	"ENSG00000279704.1"	0
"54764"	"ENSG00000279705.1"	0
"54765"	"ENSG00000279706.1"	1
"54766"	"ENSG00000279707.1"	0
"54767"	"ENSG00000279708.1"	0
"54768"	"ENSG00000279709.1"	0
"54769"	"ENSG00000279711.1"	0
"54770"	"ENSG00000279712.1"	1
"54771"	"ENSG00000279713.1"	0
"54772"	"ENSG00000279714.1"	0
"54773"	"ENSG00000279715.1"	0
"54774"	"ENSG00000279716.1"	0
"54775"	"ENSG00000279717.1"	0
"54776"	"ENSG00000279718.1"	3
